State,District,Year,Crop,Area,Production,Ratio,Avg Month Temp,annual-min,annual-max,min-temp,max-temp,month,week
Maharashtra,Ratnagiri,1912,Rice,54944,857785,15.61198675,25.435,26.3,26.14,29.21,21.66,september,three
Maharashtra,Ratnagiri,1912,Rice,78781,618334,7.848770643,23.94,27.15,25.2,18.35,29.53,september,four
Maharashtra,Ratnagiri,1912,Rice,70291,622021,8.849226786,21.645,23.97,28.88,27.38,15.91,october,one 
Maharashtra,Ratnagiri,1912,Rice,50972,265165,5.202169819,21.175,26.91,19.47,27.21,15.14,october,two 
Maharashtra,Ratnagiri,1912,Rice,63641,240079,3.772395154,27.47,17.21,21.95,25.32,29.62,october,three
Maharashtra,Ratnagiri,1912,Rice,81785,904001,11.05338387,24.445,22.14,21.82,20.91,27.98,october,four
Maharashtra,Ratnagiri,1912,Rice,90042,847639,9.413817996,21.7,16.28,28.37,16.94,26.46,november,one 
Maharashtra,Ratnagiri,1912,Rice,88762,761629,8.580575021,19.715,26.22,19.75,23.52,15.91,november,two 
Maharashtra,Ratnagiri,1912,Rice,94220,692188,7.346508172,17.66,29.63,22.33,18.75,16.57,november,three
Maharashtra,Ratnagiri,1912,Rice,60061,996204,16.58653702,20.07,29.74,20.54,17.58,22.56,november,four
Maharashtra,Ratnagiri,1912,Rice,81980,585222,7.138594779,18.155,25.9,26.63,20.87,15.44,december,one 
Maharashtra,Ratnagiri,1912,Rice,99300,437184,4.40265861,25.705,20.85,22.95,25.95,25.46,december,two 
Maharashtra,Ratnagiri,1912,Rice,58788,833411,14.17654964,19.795,28.91,19.27,20.32,19.27,december,three
Maharashtra,Ratnagiri,1912,Rice,86396,352713,4.082515394,23.09,15.85,26.65,27.39,18.79,december,four
Maharashtra,Ratnagiri,1913,Rice,91143,433315,4.75423236,20.985,28.6,20.61,22.32,19.65,january ,one 
Maharashtra,Ratnagiri,1913,Rice,97903,428131,4.373012063,17.565,16.2,27.87,16.26,18.87,january ,two 
Maharashtra,Ratnagiri,1913,Rice,58325,419326,7.189472782,26,21.29,16.34,24.05,27.95,january ,three
Maharashtra,Ratnagiri,1913,Rice,97070,880038,9.066014217,28.315,24.43,26.88,26.68,29.95,january ,four
Maharashtra,Ratnagiri,1913,Rice,54142,273441,5.050441432,25.375,23.63,23.65,22.08,28.67,february ,one 
Maharashtra,Ratnagiri,1913,Rice,55339,666109,12.03688177,25.545,22.97,18.86,23.7,27.39,february ,two 
Maharashtra,Ratnagiri,1913,Rice,65197,849855,13.03518567,18.87,15.26,23.94,18.69,19.05,february ,three
Maharashtra,Ratnagiri,1913,Rice,82553,495606,6.003488668,19.22,15.32,24.71,22.29,16.15,february ,four
Maharashtra,Ratnagiri,1913,Rice,97359,526076,5.403465525,22.91,26.73,15.93,17.54,28.28,march ,one 
Maharashtra,Ratnagiri,1913,Rice,64508,907200,14.06337198,24.085,22.92,24.85,18.38,29.79,march ,two 
Maharashtra,Ratnagiri,1913,Rice,95886,521436,5.438082723,26.45,26.22,28.74,27.97,24.93,march ,three
Maharashtra,Ratnagiri,1913,Rice,81389,999482,12.28030815,22.1,15.34,21.48,20.6,23.6,march ,four
Maharashtra,Ratnagiri,1913,Rice,51014,618401,12.12218215,22.555,24.44,29.4,25.9,19.21,april,one 
Maharashtra,Ratnagiri,1913,Rice,83187,371979,4.47160013,27.96,23.83,27.44,26.33,29.59,april,two 
Maharashtra,Ratnagiri,1913,Rice,87310,617264,7.069797274,15.515,23.63,25.59,16,15.03,april,three
Maharashtra,Ratnagiri,1913,Rice,94194,825407,8.762840521,23.1,18.46,27.14,22.04,24.16,april,four
Maharashtra,Ratnagiri,1913,Rice,97904,940581,9.607176418,15.225,18.38,24.57,15.09,15.36,may,one 
Maharashtra,Ratnagiri,1913,Rice,64213,521930,8.128104901,20.245,26.12,29.15,23.71,16.78,may,two 
Maharashtra,Ratnagiri,1913,Rice,51211,852146,16.63990158,23.645,26.11,20.77,28.59,18.7,may,three
Maharashtra,Ratnagiri,1913,Rice,80942,245341,3.031071632,22.97,23.59,23.61,25.97,19.97,may,four
Maharashtra,Ratnagiri,1913,Rice,92937,497052,5.348268182,21.42,22.92,17.31,27.4,15.44,june,one 
Maharashtra,Ratnagiri,1913,Rice,92104,698974,7.588964649,17.09,15.43,18.09,18.54,15.64,june,two 
Maharashtra,Ratnagiri,1913,Rice,55938,308095,5.507794344,19.855,20.47,20.8,21.44,18.27,june,three
Maharashtra,Ratnagiri,1913,Rice,76057,735118,9.665356246,20.425,22.66,28.12,23.78,17.07,june,four
Maharashtra,Ratnagiri,1913,Rice,80693,898551,11.13542686,21.94,21.58,16.72,15.03,28.85,july,one 
Maharashtra,Ratnagiri,1913,Rice,67917,360876,5.313485578,23.135,28.29,25.18,23.32,22.95,july,two 
Maharashtra,Ratnagiri,1913,Rice,62480,458255,7.334427017,21.885,18.68,23.65,19.76,24.01,july,three
Maharashtra,Ratnagiri,1913,Rice,59992,565912,9.433124417,20.125,27.29,21.56,16.24,24.01,july,four
Maharashtra,Ratnagiri,1913,Rice,60712,873850,14.3933654,23.865,24.37,20.43,28.72,19.01,august,one 
Maharashtra,Ratnagiri,1913,Rice,81362,752012,9.242791475,17.755,23.29,21.97,20.04,15.47,august,two 
Maharashtra,Ratnagiri,1913,Rice,98445,578757,5.878988268,27.6,27.79,18.46,29.46,25.74,august,three
Maharashtra,Ratnagiri,1913,Rice,97085,359557,3.703527836,26.44,15.54,18.5,23.52,29.36,august,four
Maharashtra,Ratnagiri,1913,Rice,89376,359485,4.022164787,25.91,25.26,15.09,25.87,25.95,september,one 
Maharashtra,Ratnagiri,1913,Rice,89467,916203,10.24068092,16.105,19.44,18.56,15.12,17.09,september,two 
Maharashtra,Ratnagiri,1913,Rice,95757,979169,10.22556053,16.87,18.75,16.57,16.68,17.06,september,three
Maharashtra,Ratnagiri,1913,Rice,84146,904383,10.74778361,20.555,27.03,20.57,24.42,16.69,september,four
Maharashtra,Ratnagiri,1913,Rice,75588,510066,6.747975869,19.735,21.77,22.08,17.46,22.01,october,one 
Maharashtra,Ratnagiri,1913,Rice,80190,798072,9.952263374,24.885,27.08,20.18,22.87,26.9,october,two 
Maharashtra,Ratnagiri,1913,Rice,50302,265411,5.276350841,24.895,29.11,28.5,27.55,22.24,october,three
Maharashtra,Ratnagiri,1913,Rice,52044,714440,13.72761509,23.635,20.63,24.52,18.55,28.72,october,four
Maharashtra,Ratnagiri,1913,Rice,89138,810761,9.095570913,21.705,23.44,25.19,22.33,21.08,november,one 
Maharashtra,Ratnagiri,1913,Rice,78056,348434,4.463897714,24.59,17.26,24.25,27.03,22.15,november,two 
Maharashtra,Ratnagiri,1913,Rice,64038,773064,12.07195728,17.23,25.72,24.7,15.13,19.33,november,three
Maharashtra,Ratnagiri,1913,Rice,93153,669890,7.191287452,18.155,16.63,26.62,15.28,21.03,november,four
Maharashtra,Ratnagiri,1913,Rice,75821,703268,9.275372258,23.715,24.75,22.31,26.72,20.71,december,one 
Maharashtra,Ratnagiri,1913,Rice,66523,329550,4.95392571,19.135,23.33,26.85,22.72,15.55,december,two 
Maharashtra,Ratnagiri,1913,Rice,56570,230074,4.06706735,21.23,17.27,15.9,21.78,20.68,december,three
Maharashtra,Ratnagiri,1913,Rice,89246,525713,5.890605741,22.575,17,22.23,22.85,22.3,december,four
Maharashtra,Ratnagiri,1914,Rice,86550,359825,4.157423455,24.71,21.48,23.77,29.1,20.32,january ,one 
Maharashtra,Ratnagiri,1914,Rice,72616,568870,7.833948441,19.44,29.6,15.05,22.75,16.13,january ,two 
Maharashtra,Ratnagiri,1914,Rice,55260,547220,9.902642056,18.11,15.59,25.81,15.92,20.3,january ,three
Maharashtra,Ratnagiri,1914,Rice,58673,315650,5.379816952,23.69,23.82,27.35,21.29,26.09,january ,four
Maharashtra,Ratnagiri,1914,Rice,74605,693100,9.290262047,24.67,16.4,28.77,22.98,26.36,february ,one 
Maharashtra,Ratnagiri,1914,Rice,50179,708443,14.11831643,29.06,16.82,29.53,29.27,28.85,february ,two 
Maharashtra,Ratnagiri,1914,Rice,98440,896476,9.106826493,20.36,21.47,18.28,16.63,24.09,february ,three
Maharashtra,Ratnagiri,1914,Rice,67709,205065,3.028622487,29.01,23.77,20.93,29.64,28.38,february ,four
Maharashtra,Ratnagiri,1914,Rice,90957,556743,6.120947261,18.855,25.63,23.12,19.78,17.93,march ,one 
Maharashtra,Ratnagiri,1914,Rice,57618,552377,9.586882571,16.955,26.02,25.5,17.88,16.03,march ,two 
Maharashtra,Ratnagiri,1914,Rice,67385,427393,6.342553981,25.895,16.38,23.52,29.12,22.67,march ,three
Maharashtra,Ratnagiri,1914,Rice,89834,680872,7.579223902,16.29,24.99,27.27,15.31,17.27,march ,four
Maharashtra,Ratnagiri,1914,Rice,94003,590669,6.283512228,20.13,18.49,28.97,24.04,16.22,april,one 
Maharashtra,Ratnagiri,1914,Rice,91382,388764,4.25427327,20.45,22.88,21.67,20.88,20.02,april,two 
Maharashtra,Ratnagiri,1914,Rice,54329,711724,13.10025953,24.46,25.69,21.26,25.43,23.49,april,three
Maharashtra,Ratnagiri,1914,Rice,50677,456804,9.014030033,27.075,26.44,25.05,25.34,28.81,april,four
Maharashtra,Ratnagiri,1914,Rice,86328,551613,6.389734501,27.7,18.43,15.96,25.94,29.46,may,one 
Maharashtra,Ratnagiri,1914,Rice,61526,634354,10.31034034,28.255,27.43,23.57,28.72,27.79,may,two 
Maharashtra,Ratnagiri,1914,Rice,84174,685872,8.14826431,24.755,18.96,21.08,29.76,19.75,may,three
Maharashtra,Ratnagiri,1914,Rice,57017,813540,14.2683761,22.625,28.58,25.09,27.13,18.12,may,four
Maharashtra,Ratnagiri,1914,Rice,68478,867283,12.66513333,16.04,17.8,21.75,16.7,15.38,june,one 
Maharashtra,Ratnagiri,1914,Rice,94168,891334,9.465359783,22.575,16.3,16.96,23.69,21.46,june,two 
Maharashtra,Ratnagiri,1914,Rice,97449,676316,6.94020462,20.655,20.11,23.93,20.27,21.04,june,three
Maharashtra,Ratnagiri,1914,Rice,82411,624858,7.582215966,18.48,18.22,21.47,20.95,16.01,june,four
Maharashtra,Ratnagiri,1914,Rice,75820,810504,10.68984437,21.13,21.33,24.24,19.49,22.77,july,one 
Maharashtra,Ratnagiri,1914,Rice,68876,771912,11.20727104,21.265,28.06,29.57,20.49,22.04,july,two 
Maharashtra,Ratnagiri,1914,Rice,86963,592936,6.81825604,21.56,26.67,21.34,26.79,16.33,july,three
Maharashtra,Ratnagiri,1914,Rice,64361,478660,7.437112537,24.375,19.19,15.98,27.85,20.9,july,four
Maharashtra,Ratnagiri,1914,Rice,90573,683741,7.549059874,22.515,28.46,15.67,28.71,16.32,august,one 
Maharashtra,Ratnagiri,1914,Rice,97782,416954,4.26411814,26.21,28.65,23.91,29.21,23.21,august,two 
Maharashtra,Ratnagiri,1914,Rice,82526,549386,6.657126239,22.42,22.44,25.79,28.35,16.49,august,three
Maharashtra,Ratnagiri,1914,Rice,96194,447652,4.653637441,23.09,24,29.64,29.81,16.37,august,four
Maharashtra,Ratnagiri,1914,Rice,58992,817530,13.85831977,18.225,17.91,18.56,16.69,19.76,september,one 
Maharashtra,Ratnagiri,1914,Rice,83916,632952,7.542685543,18.845,17.05,18.42,21.97,15.72,september,two 
Maharashtra,Ratnagiri,1914,Rice,84178,880487,10.45982323,17.605,27.43,16.58,18.31,16.9,september,three
Maharashtra,Ratnagiri,1914,Rice,54521,783748,14.3751582,26.15,23.58,25.81,24.61,27.69,september,four
Maharashtra,Ratnagiri,1914,Rice,92957,221969,2.387867509,25.64,26.92,24.99,23.25,28.03,october,one 
Maharashtra,Ratnagiri,1914,Rice,70801,919536,12.98761317,23.11,27.1,17.37,28.37,17.85,october,two 
Maharashtra,Ratnagiri,1914,Rice,92427,582611,6.303471929,20.81,23.92,21.68,21.93,19.69,october,three
Maharashtra,Ratnagiri,1914,Rice,85147,697098,8.186994257,22.935,23.93,18.43,18.23,27.64,october,four
Maharashtra,Ratnagiri,1914,Rice,80011,810972,10.13575633,24.51,26.61,21.56,23.02,26,november,one 
Maharashtra,Ratnagiri,1914,Rice,61709,345691,5.601954334,25.6,28.58,27.67,28.71,22.49,november,two 
Maharashtra,Ratnagiri,1914,Rice,88936,319698,3.59469731,21.42,15.95,29.11,16.43,26.41,november,three
Maharashtra,Ratnagiri,1914,Rice,67920,494089,7.274573027,23.96,19.6,18.49,27.06,20.86,november,four
Maharashtra,Ratnagiri,1914,Rice,50693,766081,15.11216539,29.515,17.35,24.03,29.83,29.2,december,one 
Maharashtra,Ratnagiri,1914,Rice,61073,758930,12.42660423,18.645,22.89,27.79,20.14,17.15,december,two 
Maharashtra,Ratnagiri,1914,Rice,54527,736810,13.51275515,24.27,16.62,24.56,18.77,29.77,december,three
Maharashtra,Ratnagiri,1914,Rice,65039,572359,8.800242931,28.445,21.7,15.54,27.75,29.14,december,four
Maharashtra,Ratnagiri,1915,Rice,87409,659842,7.548902287,21.06,16.74,29.21,20.7,21.42,january ,one 
Maharashtra,Ratnagiri,1915,Rice,89929,438113,4.871765504,24.235,23.89,28.49,23,25.47,january ,two 
Maharashtra,Ratnagiri,1915,Rice,79659,565773,7.102436636,17.445,18.77,19.37,19.44,15.45,january ,three
Maharashtra,Ratnagiri,1915,Rice,60859,612608,10.06602146,17.865,18.29,21.2,16.55,19.18,january ,four
Maharashtra,Ratnagiri,1915,Rice,91121,432434,4.745711746,19.98,27.81,20.74,16.59,23.37,february ,one 
Maharashtra,Ratnagiri,1915,Rice,54611,616181,11.28309315,25.77,17.35,15.72,27.03,24.51,february ,two 
Maharashtra,Ratnagiri,1915,Rice,81924,742828,9.067281871,25.215,29.46,20.53,29.33,21.1,february ,three
Maharashtra,Ratnagiri,1915,Rice,58059,963421,16.59382697,18.485,25.14,23.56,20.15,16.82,february ,four
Maharashtra,Ratnagiri,1915,Rice,62622,225917,3.607629906,18.635,23.34,22.22,15.82,21.45,march ,one 
Maharashtra,Ratnagiri,1915,Rice,54043,588620,10.89169735,24.185,15.47,25,18.78,29.59,march ,two 
Maharashtra,Ratnagiri,1915,Rice,78584,474706,6.040746208,25.165,16.93,19.01,21.86,28.47,march ,three
Maharashtra,Ratnagiri,1915,Rice,57839,771589,13.34028942,22.76,21.49,19.57,22.41,23.11,march ,four
Maharashtra,Ratnagiri,1915,Rice,94717,625515,6.604041513,21.46,28.42,29.34,26.01,16.91,april,one 
Maharashtra,Ratnagiri,1915,Rice,73175,798748,10.91558592,26.865,25.75,25.46,23.74,29.99,april,two 
Maharashtra,Ratnagiri,1915,Rice,89037,686337,7.70844705,27.25,28.67,28.06,25.66,28.84,april,three
Maharashtra,Ratnagiri,1915,Rice,80370,928078,11.5475675,21.84,21.07,27.61,20.79,22.89,april,four
Maharashtra,Ratnagiri,1915,Rice,94251,421931,4.476673988,23.015,24.73,29.09,27.08,18.95,may,one 
Maharashtra,Ratnagiri,1915,Rice,53541,504842,9.429073047,18.64,19.29,28.48,17.65,19.63,may,two 
Maharashtra,Ratnagiri,1915,Rice,57986,410322,7.076225296,23.755,27.58,23.1,26.72,20.79,may,three
Maharashtra,Ratnagiri,1915,Rice,56338,685858,12.17398559,18.7,22.8,23.78,21.15,16.25,may,four
Maharashtra,Ratnagiri,1915,Rice,88238,694873,7.874985834,20.39,21.71,27.66,21.38,19.4,june,one 
Maharashtra,Ratnagiri,1915,Rice,51554,615675,11.94233231,23.41,21.12,16.81,23.63,23.19,june,two 
Maharashtra,Ratnagiri,1915,Rice,51086,667709,13.07029323,18.2,17.25,25.41,16.88,19.52,june,three
Maharashtra,Ratnagiri,1915,Rice,56661,290714,5.130760135,17.175,20.41,15.18,17.47,16.88,june,four
Maharashtra,Ratnagiri,1915,Rice,68736,312224,4.542364991,20.825,18.72,26.82,21.29,20.36,july,one 
Maharashtra,Ratnagiri,1915,Rice,69912,745903,10.66916981,22.465,25.76,18.42,25.86,19.07,july,two 
Maharashtra,Ratnagiri,1915,Rice,81689,901804,11.039479,20.68,18.33,29.97,22.54,18.82,july,three
Maharashtra,Ratnagiri,1915,Rice,76403,510280,6.678795335,22.04,24.83,17.12,18.26,25.82,july,four
Maharashtra,Ratnagiri,1915,Rice,60197,753974,12.52510922,23.145,19.74,16.48,24.4,21.89,august,one 
Maharashtra,Ratnagiri,1915,Rice,97724,420151,4.299363514,25.215,27,24.57,28.78,21.65,august,two 
Maharashtra,Ratnagiri,1915,Rice,80983,262605,3.242717607,24.085,20.5,18.45,26.21,21.96,august,three
Maharashtra,Ratnagiri,1915,Rice,52009,554732,10.66607703,25.87,29.62,28.89,26.35,25.39,august,four
Maharashtra,Ratnagiri,1915,Rice,56792,810861,14.27773278,20.66,18.98,28.13,25.03,16.29,september,one 
Maharashtra,Ratnagiri,1915,Rice,86821,787503,9.070420751,25,15.37,29.17,25.44,24.56,september,two 
Maharashtra,Ratnagiri,1915,Rice,92460,959930,10.38211118,18.38,24.9,19.1,16.83,19.93,september,three
Maharashtra,Ratnagiri,1915,Rice,57186,526442,9.205784633,21.335,21.22,16.76,18.13,24.54,september,four
Maharashtra,Ratnagiri,1915,Rice,91639,249489,2.722519888,24.46,18.94,25.52,28.37,20.55,october,one 
Maharashtra,Ratnagiri,1915,Rice,66526,315590,4.743859544,21.81,24.01,24.15,26.33,17.29,october,two 
Maharashtra,Ratnagiri,1915,Rice,75234,341807,4.543251721,24.275,16.55,25.39,19.97,28.58,october,three
Maharashtra,Ratnagiri,1915,Rice,92405,359618,3.891759104,18.435,22.45,22.16,15.56,21.31,october,four
Maharashtra,Ratnagiri,1915,Rice,54364,214346,3.942793025,27.275,25.26,27.94,26.16,28.39,november,one 
Maharashtra,Ratnagiri,1915,Rice,54241,903140,16.65050423,23.735,27.01,15.33,18.41,29.06,november,two 
Maharashtra,Ratnagiri,1915,Rice,79397,219612,2.765998715,22.25,15.05,22.36,16.5,28,november,three
Maharashtra,Ratnagiri,1915,Rice,66703,493474,7.398078047,22.9,25.35,26.12,27.45,18.35,november,four
Maharashtra,Ratnagiri,1915,Rice,55692,694805,12.47584931,27.15,20.29,26.19,28.17,26.13,december,one 
Maharashtra,Ratnagiri,1915,Rice,59560,750607,12.60253526,25.475,22.16,29.86,23.28,27.67,december,two 
Maharashtra,Ratnagiri,1915,Rice,74240,595397,8.019894935,28.215,18.97,28.41,29.25,27.18,december,three
Maharashtra,Ratnagiri,1915,Rice,56815,389760,6.860160169,26.845,27.08,16.75,29.41,24.28,december,four
Maharashtra,Ratnagiri,1916,Rice,50704,211906,4.179275797,24.565,15.65,18.76,24.86,24.27,january ,one 
Maharashtra,Ratnagiri,1916,Rice,73048,213226,2.918984777,21.97,25.69,16.66,21.71,22.23,january ,two 
Maharashtra,Ratnagiri,1916,Rice,97771,518050,5.298605926,24.615,28.84,24.85,20.32,28.91,january ,three
Maharashtra,Ratnagiri,1916,Rice,56856,355522,6.253025186,23.63,15.02,17.52,27.27,19.99,january ,four
Maharashtra,Ratnagiri,1916,Rice,62235,616060,9.898931469,23.36,27.24,21.86,20.28,26.44,february ,one 
Maharashtra,Ratnagiri,1916,Rice,94496,244724,2.589781578,22.245,22.13,28.2,19.72,24.77,february ,two 
Maharashtra,Ratnagiri,1916,Rice,88469,737808,8.339734822,18.14,17.7,15.54,20.31,15.97,february ,three
Maharashtra,Ratnagiri,1916,Rice,91870,884383,9.626461304,22.13,18.61,22.15,17.41,26.85,february ,four
Maharashtra,Ratnagiri,1916,Rice,82005,966767,11.78912261,19.655,20.37,29.46,22.26,17.05,march ,one 
Maharashtra,Ratnagiri,1916,Rice,83346,853808,10.24413889,24.515,20.05,18.62,28.13,20.9,march ,two 
Maharashtra,Ratnagiri,1916,Rice,86339,380299,4.404718609,19.57,16.3,20.97,16.89,22.25,march ,three
Maharashtra,Ratnagiri,1916,Rice,69014,357776,5.184107572,18.45,25.25,27.33,16.61,20.29,march ,four
Maharashtra,Ratnagiri,1916,Rice,62134,830667,13.36896063,17.655,24.05,28.44,17.01,18.3,april,one 
Maharashtra,Ratnagiri,1916,Rice,71821,959417,13.35844669,16.99,24.76,18.27,17.2,16.78,april,two 
Maharashtra,Ratnagiri,1916,Rice,63288,815640,12.88775123,17.22,26.59,27.82,15.22,19.22,april,three
Maharashtra,Ratnagiri,1916,Rice,54587,822535,15.06833129,21.36,16.55,29.73,25.37,17.35,april,four
Maharashtra,Ratnagiri,1916,Rice,76536,560917,7.328799519,23.335,18.18,29.39,17.48,29.19,may,one 
Maharashtra,Ratnagiri,1916,Rice,80563,444985,5.523441282,18.895,20.11,18.29,18.01,19.78,may,two 
Maharashtra,Ratnagiri,1916,Rice,91056,861241,9.45836628,19.265,26.35,21.64,16.27,22.26,may,three
Maharashtra,Ratnagiri,1916,Rice,56671,497233,8.774029045,18.98,26.47,21.63,19.78,18.18,may,four
Maharashtra,Ratnagiri,1916,Rice,93073,458380,4.924951382,17.49,15.81,17.86,18.51,16.47,june,one 
Maharashtra,Ratnagiri,1916,Rice,76795,480433,6.256045315,24.48,27.56,22.1,27.42,21.54,june,two 
Maharashtra,Ratnagiri,1916,Rice,59268,252623,4.262384423,26.895,28.22,29.62,25.52,28.27,june,three
Maharashtra,Ratnagiri,1916,Rice,80939,911338,11.25956585,21.855,29.12,16.9,20.83,22.88,june,four
Maharashtra,Ratnagiri,1916,Rice,75239,887064,11.78994936,20.58,26.41,15.43,17.51,23.65,july,one 
Maharashtra,Ratnagiri,1916,Rice,96170,377802,3.928480815,24.94,15.27,23.16,25.89,23.99,july,two 
Maharashtra,Ratnagiri,1916,Rice,97012,678573,6.99473261,25.045,19.12,27.41,20.75,29.34,july,three
Maharashtra,Ratnagiri,1916,Rice,76088,817370,10.74242982,20.71,15.42,23.68,22.71,18.71,july,four
Maharashtra,Ratnagiri,1916,Rice,56779,222731,3.922770743,22.935,27,22.57,27.41,18.46,august,one 
Maharashtra,Ratnagiri,1916,Rice,78725,344129,4.371279771,23.9,17.41,21.49,22.66,25.14,august,two 
Maharashtra,Ratnagiri,1916,Rice,50412,975619,19.35291201,26.445,22.93,17.93,23.73,29.16,august,three
Maharashtra,Ratnagiri,1916,Rice,98126,842829,8.589252594,26.415,25.64,18.81,27.02,25.81,august,four
Maharashtra,Ratnagiri,1916,Rice,51682,460041,8.901377656,21.425,21.28,24.62,16.25,26.6,september,one 
Maharashtra,Ratnagiri,1916,Rice,72978,571754,7.83460769,27.86,19.58,21.45,29.64,26.08,september,two 
Maharashtra,Ratnagiri,1916,Rice,67627,897627,13.27320449,16.585,24.38,22.52,17.83,15.34,september,three
Maharashtra,Ratnagiri,1916,Rice,70852,998580,14.09388585,21.505,20.2,20.63,15.55,27.46,september,four
Maharashtra,Ratnagiri,1916,Rice,93965,848759,9.032714309,19.665,20.48,22.32,20.3,19.03,october,one 
Maharashtra,Ratnagiri,1916,Rice,72569,906134,12.48651628,25.88,24.2,16.5,22.34,29.42,october,two 
Maharashtra,Ratnagiri,1916,Rice,74855,345931,4.621347939,24.8,19.87,28.33,28.44,21.16,october,three
Maharashtra,Ratnagiri,1916,Rice,67885,253537,3.734801503,17.69,20.25,25.33,19.3,16.08,october,four
Maharashtra,Ratnagiri,1916,Rice,83934,557383,6.640729621,19.775,21.05,21.9,24.36,15.19,november,one 
Maharashtra,Ratnagiri,1916,Rice,79557,999707,12.56592129,22.775,19.51,21.79,27.9,17.65,november,two 
Maharashtra,Ratnagiri,1916,Rice,68397,588674,8.606722517,21.525,19.72,29.17,17.56,25.49,november,three
Maharashtra,Ratnagiri,1916,Rice,76047,861183,11.32435205,24.965,26.94,25.14,22.99,26.94,november,four
Maharashtra,Ratnagiri,1916,Rice,64091,324691,5.066093523,21.235,28.36,29.53,18.89,23.58,december,one 
Maharashtra,Ratnagiri,1916,Rice,61391,222175,3.619015817,25.66,18.62,29.07,27.24,24.08,december,two 
Maharashtra,Ratnagiri,1916,Rice,62535,771653,12.33953786,28.955,23.63,29.83,29.21,28.7,december,three
Maharashtra,Ratnagiri,1916,Rice,57239,823546,14.38784745,25.19,27.72,27.51,27.18,23.2,december,four
Maharashtra,Ratnagiri,1917,Rice,86889,834463,9.603781837,20.57,20.86,26.43,15.41,25.73,january ,one 
Maharashtra,Ratnagiri,1917,Rice,74995,360276,4.804000267,23.21,15,27.1,25.56,20.86,january ,two 
Maharashtra,Ratnagiri,1917,Rice,56171,319347,5.685264638,19.695,22.05,25.65,22.99,16.4,january ,three
Maharashtra,Ratnagiri,1917,Rice,54323,892566,16.43071995,26.5,25.52,21.52,23.4,29.6,january ,four
Maharashtra,Ratnagiri,1917,Rice,85344,240338,2.816108924,22.03,27,26,28.81,15.25,february ,one 
Maharashtra,Ratnagiri,1917,Rice,79488,462623,5.820035729,18.57,24.18,20.05,21.18,15.96,february ,two 
Maharashtra,Ratnagiri,1917,Rice,79699,971221,12.18611275,24.585,26.6,27.44,22.01,27.16,february ,three
Maharashtra,Ratnagiri,1917,Rice,82397,734098,8.909280678,19.005,29.03,24.73,15.36,22.65,february ,four
Maharashtra,Ratnagiri,1917,Rice,80170,849157,10.5919546,17.45,22.23,19.82,17.44,17.46,march ,one 
Maharashtra,Ratnagiri,1917,Rice,58460,645160,11.035922,22.9,29.67,16.74,16.73,29.07,march ,two 
Maharashtra,Ratnagiri,1917,Rice,81290,833648,10.25523435,23.155,20.43,26,26.9,19.41,march ,three
Maharashtra,Ratnagiri,1917,Rice,75198,470004,6.250219421,20.46,26.5,23.48,25.65,15.27,march ,four
Maharashtra,Ratnagiri,1917,Rice,53852,837910,15.5594964,20.665,17.17,19.53,21.4,19.93,april,one 
Maharashtra,Ratnagiri,1917,Rice,65152,253663,3.893403119,20.885,23.04,21.73,16.24,25.53,april,two 
Maharashtra,Ratnagiri,1917,Rice,95541,697941,7.305146482,20.445,20.84,20.02,25.57,15.32,april,three
Maharashtra,Ratnagiri,1917,Rice,79273,676917,8.539061219,23.84,17.63,24.82,29.33,18.35,april,four
Maharashtra,Ratnagiri,1917,Rice,63846,945559,14.80999593,23.07,25.57,19.95,25.51,20.63,may,one 
Maharashtra,Ratnagiri,1917,Rice,70400,715223,10.15941761,23.23,25.82,25.06,25.25,21.21,may,two 
Maharashtra,Ratnagiri,1917,Rice,95231,573434,6.021505602,22.505,26.26,24.36,21.66,23.35,may,three
Maharashtra,Ratnagiri,1917,Rice,98135,805546,8.208549447,22.43,16.22,15.46,27.3,17.56,may,four
Maharashtra,Ratnagiri,1917,Rice,71380,981180,13.74586719,21.385,18.68,26.64,18.57,24.2,june,one 
Maharashtra,Ratnagiri,1917,Rice,84008,378806,4.509165794,21.895,18.51,22.72,25.85,17.94,june,two 
Maharashtra,Ratnagiri,1917,Rice,76824,801311,10.43047745,22.13,22.55,18.23,17.52,26.74,june,three
Maharashtra,Ratnagiri,1917,Rice,99092,658556,6.645904816,22.615,17.32,24.67,20.29,24.94,june,four
Maharashtra,Ratnagiri,1917,Rice,74797,928037,12.40740939,23.62,15.82,21.08,29.94,17.3,july,one 
Maharashtra,Ratnagiri,1917,Rice,59070,537413,9.097900796,18.52,26.58,29.9,18.32,18.72,july,two 
Maharashtra,Ratnagiri,1917,Rice,65655,926473,14.11123296,24.675,16.14,21.41,24.9,24.45,july,three
Maharashtra,Ratnagiri,1917,Rice,66989,871435,13.00862828,22.585,25.35,15.39,25.96,19.21,july,four
Maharashtra,Ratnagiri,1917,Rice,96816,229574,2.371240291,23.86,29.97,27.33,19.91,27.81,august,one 
Maharashtra,Ratnagiri,1917,Rice,64544,629725,9.756522682,20.85,16.08,23.97,23.7,18,august,two 
Maharashtra,Ratnagiri,1917,Rice,92995,963829,10.36430991,25.015,15.37,27.21,22.32,27.71,august,three
